,SHIP_NAME,WATER_BODY,CSN,STN_DATE,CODE,DEPTH_FROM,DETECTION,FLAG,VALUE,ABBREV,FULL_NAME,UNITS,LATITUDE_DD,LONGITUDE_DD
221557,CCGS LIMNOS,LAKE SUPERIOR,6,2005-09-30 20:03:00,100,0.0,0.0,,10.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.44306,-89.92222
264933,CCGS LIMNOS,LAKE SUPERIOR,71,2016-08-15 17:35:00,100,0.0,,,18.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.44833,-85.55028
50319,CCGS LIMNOS,LAKE SUPERIOR,20,2013-05-17 20:06:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.44889,-89.92
39943,CCGS LIMNOS,LAKE SUPERIOR,23,2005-06-03 23:53:00,100,0.0,0.0,,2.9,TEMP,TEMPERATURE (OF WATER),DEG C,47.44944,-89.92083
130724,CCGS LIMNOS,LAKE SUPERIOR,18,2011-05-16 14:00:00,100,0.0,0.0,,2.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.44944,-89.92056
161861,CCGS LIMNOS,LAKE SUPERIOR,22,2008-09-20 23:46:00,100,0.0,0.0,,11.7,TEMP,TEMPERATURE (OF WATER),DEG C,47.44972,-89.92194
108875,CCGS LIMNOS,LAKE SUPERIOR,46,2016-08-12 13:36:00,100,0.0,,,17.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.44972,-89.92139
307306,CCGS LIMNOS,LAKE SUPERIOR,21,2019-09-08 00:00:00,100,0.0,,,10.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.45,-89.92
304986,CCGS LIMNOS,LAKE SUPERIOR,22,2011-08-01 01:17:00,100,0.0,0.0,,15.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.45,-89.91889
80405,CCGS LIMNOS,LAKE SUPERIOR,24,2008-05-10 00:40:00,100,0.0,0.0,,1.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.45028,-89.92083
252287,CCGS LIMNOS,LAKE SUPERIOR,22,2003-05-19 05:35:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.45056,-89.92111
37060,CCGS LIMNOS,LAKE SUPERIOR,32,2005-06-07 10:30:00,100,0.0,0.0,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.45083,-89.92028
270551,CCGS LIMNOS,LAKE SUPERIOR,73,2016-08-15 23:02:00,100,0.0,,,20.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.45083,-86.07694
95061,CCGS LIMNOS,LAKE SUPERIOR,5,2003-05-17 00:15:00,100,0.0,,,2.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.45417,-85.27472
288363,CCGS LIMNOS,LAKE SUPERIOR,45,2011-05-22 11:08:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.45472,-85.27556
307071,CCGS LIMNOS,LAKE SUPERIOR,3,2005-05-24 23:26:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.45472,-85.275
179954,CCGS LIMNOS,LAKE SUPERIOR,34,2019-05-26 00:00:00,100,0.0,,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.45472,-85.27472
97101,CCGS LIMNOS,LAKE SUPERIOR,27,2005-10-11 06:48:00,100,0.0,0.0,,13.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.455,-85.27417
208737,CCGS LIMNOS,LAKE SUPERIOR,4,2001-08-18 08:15:00,100,0.0,,,17.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.455,-85.27417
299306,CCGS LIMNOS,LAKE SUPERIOR,3,2001-05-10 16:12:00,100,0.0,,,2.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.45528,-85.27444
44184,CCGS LIMNOS,LAKE SUPERIOR,3,2005-08-08 02:56:00,100,0.0,0.0,,16.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.45528,-85.27111
124671,CCGS LIMNOS,LAKE SUPERIOR,34,2011-08-05 07:42:00,100,0.0,0.0,,17.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.45667,-85.27528
76653,CCGS LIMNOS,LAKE SUPERIOR,26,2008-05-10 07:21:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.46639,-90.905
272410,CCGS LIMNOS,LAKE SUPERIOR,31,2013-05-19 05:08:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.46639,-90.90444
124918,CCGS LIMNOS,LAKE SUPERIOR,25,2016-05-29 21:38:00,100,0.0,,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.46639,-90.90417
245848,CCGS LIMNOS,LAKE SUPERIOR,27,2019-09-11 00:00:00,100,0.0,,,9.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.46639,-90.90417
93552,CCGS LIMNOS,LAKE SUPERIOR,42,2016-08-12 02:23:00,100,0.0,,,18.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.46667,-90.90556
224344,CCGS LIMNOS,LAKE SUPERIOR,24,2008-09-21 07:11:00,100,0.0,0.0,,10.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.46667,-90.90389
312958,CCGS LIMNOS,LAKE SUPERIOR,20,2011-07-31 17:33:00,100,0.0,0.0,,16.9,TEMP,TEMPERATURE (OF WATER),DEG C,47.46944,-90.90472
250250,CCGS LIMNOS,LAKE SUPERIOR,20,2011-05-16 21:30:00,100,0.0,0.0,,2.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.47,-90.905
66326,CCGS LIMNOS,LAKE SUPERIOR,43,2016-08-12 05:32:00,100,0.0,,,17.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.48278,-90.45417
181947,CCGS LIMNOS,LAKE SUPERIOR,33,2019-05-26 00:00:00,100,0.0,,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.53417,-85.15056
124633,CCGS LIMNOS,LAKE SUPERIOR,6,2005-08-09 14:26:00,100,0.0,0.0,,16.299999,TEMP,TEMPERATURE (OF WATER),DEG C,47.5425,-86.99944
304847,CCGS LIMNOS,LAKE SUPERIOR,43,2008-05-12 07:40:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.58222,-86.95111
67946,CCGS LIMNOS,LAKE SUPERIOR,6,2001-05-11 05:16:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.5825,-86.95139
254532,CCGS LIMNOS,LAKE SUPERIOR,11,2013-05-16 17:07:00,100,0.0,0.0,,2.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.58278,-86.95139
30073,CCGS LIMNOS,LAKE SUPERIOR,12,2016-05-27 19:13:00,100,0.0,,,3.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.58306,-86.95222
270625,CCGS LIMNOS,LAKE SUPERIOR,15,2016-08-06 01:16:00,100,0.0,,,17.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.58306,-86.95083
210799,CCGS LIMNOS,LAKE SUPERIOR,8,2003-05-17 12:47:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.58333,-86.9525
268826,CCGS LIMNOS,LAKE SUPERIOR,7,2001-08-18 21:25:00,100,0.0,,,16.799999,TEMP,TEMPERATURE (OF WATER),DEG C,47.58333,-86.95222
330872,CCGS LIMNOS,LAKE SUPERIOR,8,2011-07-29 01:47:00,100,0.0,0.0,,8.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.58361,-86.95167
331094,CCGS LIMNOS,LAKE SUPERIOR,7,2005-05-28 16:42:00,100,0.0,0.0,,4.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.58389,-86.95167
179888,CCGS LIMNOS,LAKE SUPERIOR,31,2011-05-20 04:52:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.58389,-86.95111
211887,CCGS LIMNOS,LAKE SUPERIOR,5,2005-08-09 02:02:00,100,0.0,0.0,,16.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.58417,-86.94472
87326,CCGS LIMNOS,LAKE SUPERIOR,32,2019-05-26 00:00:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.58528,-85.065
125062,CCGS LIMNOS,LAKE SUPERIOR,16,2005-10-04 07:27:00,100,0.0,0.0,,14.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.58556,-86.95056
74986,CCGS LIMNOS,LAKE SUPERIOR,43,2008-09-23 15:18:00,100,0.0,0.0,,14.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.58639,-86.95222
309744,CCGS LIMNOS,LAKE SUPERIOR,37,2008-09-22 20:32:00,100,0.0,0.0,,14.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.60389,-88.215
106662,CCGS LIMNOS,LAKE SUPERIOR,20,2016-08-06 18:06:00,100,0.0,,,18.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.60444,-88.21639
258262,CCGS LIMNOS,LAKE SUPERIOR,18,2016-05-28 13:15:00,100,0.0,,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.605,-88.21694
56042,CCGS LIMNOS,LAKE SUPERIOR,14,2013-05-17 02:35:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.605,-88.21639
113330,CCGS LIMNOS,LAKE SUPERIOR,24,2001-05-14 08:57:00,100,0.0,,,2.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.60528,-88.21722
275732,CCGS LIMNOS,LAKE SUPERIOR,32,2003-05-21 04:49:00,100,0.0,,,2.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.60556,-88.21667
32045,CCGS LIMNOS,LAKE SUPERIOR,40,2008-05-11 22:49:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.60583,-88.21722
324189,CCGS LIMNOS,LAKE SUPERIOR,28,2001-08-22 05:16:00,100,0.0,,,18.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.60583,-87.71
306566,CCGS LIMNOS,LAKE SUPERIOR,27,2001-08-22 02:33:00,100,0.0,,,19.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.60611,-88.21667
88428,CCGS LIMNOS,LAKE SUPERIOR,13,2016-05-27 23:28:00,100,0.0,,,3.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.60611,-87.71056
287855,CCGS LIMNOS,LAKE SUPERIOR,19,2016-08-06 14:26:00,100,0.0,,,16.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.60611,-87.70972
105964,CCGS LIMNOS,LAKE SUPERIOR,9,2011-07-29 06:51:00,100,0.0,0.0,,9.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.60611,-87.70917
98134,CCGS LIMNOS,LAKE SUPERIOR,9,2005-08-10 14:30:00,100,0.0,0.0,,15.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.60667,-87.71083
169138,CCGS LIMNOS,LAKE SUPERIOR,41,2008-05-12 01:54:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.60667,-87.71083
117638,CCGS LIMNOS,LAKE SUPERIOR,32,2011-05-20 09:13:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.60667,-87.70917
147357,CCGS LIMNOS,LAKE SUPERIOR,13,2013-05-16 23:43:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.60667,-87.70917
221873,CCGS LIMNOS,LAKE SUPERIOR,42,2008-09-23 11:02:00,100,0.0,0.0,,14.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.60667,-87.70778
62397,CCGS LIMNOS,LAKE SUPERIOR,35,2003-05-21 12:40:00,100,0.0,,,2.8,TEMP,TEMPERATURE (OF WATER),DEG C,47.60722,-87.70944
270841,CCGS LIMNOS,LAKE SUPERIOR,25,2001-05-14 11:19:00,100,0.0,,,2.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.60722,-87.70944
301559,CCGS LIMNOS,LAKE SUPERIOR,11,2005-05-30 10:52:00,100,0.0,0.0,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.60778,-87.70889
146706,CCGS LIMNOS,LAKE SUPERIOR,18,2008-09-20 12:06:00,100,0.0,0.0,,13.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.60806,-89.00028
221738,CCGS LIMNOS,LAKE SUPERIOR,20,2003-05-19 00:33:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.61306,-89.00056
185414,CCGS LIMNOS,LAKE SUPERIOR,18,2019-09-08 00:00:00,100,0.0,,,11.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.61306,-89.00028
21297,CCGS LIMNOS,LAKE SUPERIOR,25,2016-08-07 08:48:00,100,0.0,,,18.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.61333,-89.00083
252540,CCGS LIMNOS,LAKE SUPERIOR,20,2008-05-09 14:49:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.61361,-89.00028
89379,CCGS LIMNOS,LAKE SUPERIOR,16,2001-05-12 16:27:00,100,0.0,,,2.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.61389,-89.00083
126251,CCGS LIMNOS,LAKE SUPERIOR,17,2001-08-20 10:28:00,100,0.0,,,16.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.61389,-88.99889
16965,CCGS LIMNOS,LAKE SUPERIOR,16,2013-05-17 08:16:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.61417,-89.00056
11676,CCGS LIMNOS,LAKE SUPERIOR,70,2016-08-15 15:27:00,100,0.0,,,19.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.63028,-85.54194
254268,CCGS LIMNOS,LAKE SUPERIOR,45,2016-08-12 11:05:00,100,0.0,,,16.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.68333,-89.93639
246,CCGS LIMNOS,LAKE SUPERIOR,19,2008-09-20 14:47:00,100,0.0,0.0,,10.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.68556,-89.4675
24018,CCGS LIMNOS,LAKE SUPERIOR,21,2003-05-19 03:01:00,100,0.0,,,2.3,TEMP,TEMPERATURE (OF WATER),DEG C,47.68694,-89.46583
193980,CCGS LIMNOS,LAKE SUPERIOR,6,2008-09-17 19:47:00,100,0.0,0.0,,15.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.68722,-85.96667
64715,CCGS LIMNOS,LAKE SUPERIOR,34,2013-05-19 14:14:00,100,0.0,0.0,,1.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.68778,-89.46694
209165,CCGS LIMNOS,LAKE SUPERIOR,47,2016-08-12 17:07:00,100,0.0,,,17.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.68806,-89.46694
236437,CCGS LIMNOS,LAKE SUPERIOR,20,2019-09-08 00:00:00,100,0.0,,,10.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.68806,-89.46583
224786,CCGS LIMNOS,LAKE SUPERIOR,17,2001-05-12 18:37:00,100,0.0,,,2.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.68833,-89.46639
149159,CCGS LIMNOS,LAKE SUPERIOR,18,2001-08-20 12:44:00,100,0.0,,,17.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.68833,-89.46611
87787,CCGS LIMNOS,LAKE SUPERIOR,21,2008-05-09 17:07:00,100,0.0,0.0,,1.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.68861,-89.46667
306589,CCGS LIMNOS,LAKE SUPERIOR,23,2011-08-01 08:07:00,100,0.0,0.0,,16.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.68861,-89.46667
162774,CCGS LIMNOS,LAKE SUPERIOR,16,2011-05-15 23:33:00,100,0.0,0.0,,2.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.68889,-89.46639
35467,CCGS LIMNOS,LAKE SUPERIOR,44,2013-05-21 01:24:00,100,0.0,0.0,,2.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.68944,-85.96778
111463,CCGS LIMNOS,LAKE SUPERIOR,5,2001-05-11 00:35:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.68944,-85.96722
309018,CCGS LIMNOS,LAKE SUPERIOR,4,2011-05-11 16:41:00,100,0.0,0.0,,3.9,TEMP,TEMPERATURE (OF WATER),DEG C,47.68944,-85.965
2320,CCGS LIMNOS,LAKE SUPERIOR,38,2016-05-31 21:11:00,100,0.0,,,3.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.68972,-85.96667
314955,CCGS LIMNOS,LAKE SUPERIOR,6,2019-09-06 00:00:00,100,0.0,,,14.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.69,-85.9675
191879,CCGS LIMNOS,LAKE SUPERIOR,3,2019-05-22 00:00:00,100,0.0,,,1.8,TEMP,TEMPERATURE (OF WATER),DEG C,47.69,-85.96722
148698,CCGS LIMNOS,LAKE SUPERIOR,72,2016-08-15 20:38:00,100,0.0,,,19.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.69,-85.96639
120030,CCGS LIMNOS,LAKE SUPERIOR,6,2001-08-18 16:41:00,100,0.0,,,16.9,TEMP,TEMPERATURE (OF WATER),DEG C,47.69,-85.96611
292133,CCGS LIMNOS,LAKE SUPERIOR,7,2003-05-17 08:33:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.69028,-85.96667
65456,CCGS LIMNOS,LAKE SUPERIOR,6,2008-05-07 18:44:00,100,0.0,0.0,,1.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.69028,-85.96639
1098,CCGS LIMNOS,LAKE SUPERIOR,4,2005-05-25 08:16:00,100,0.0,0.0,,2.4,TEMP,TEMPERATURE (OF WATER),DEG C,47.72,-85.13861
280182,CCGS LIMNOS,LAKE SUPERIOR,31,2019-05-26 00:00:00,100,0.0,,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.72083,-85.13833
204885,CCGS LIMNOS,LAKE SUPERIOR,18,2001-05-12 21:57:00,100,0.0,,,2.3,TEMP,TEMPERATURE (OF WATER),DEG C,47.74,-90.24167
120319,CCGS LIMNOS,LAKE SUPERIOR,22,2005-06-03 20:21:00,100,0.0,0.0,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.745,-90.235
275276,CCGS LIMNOS,LAKE SUPERIOR,44,2016-08-12 08:35:00,100,0.0,,,15.8,TEMP,TEMPERATURE (OF WATER),DEG C,47.74583,-90.235
287034,CCGS LIMNOS,LAKE SUPERIOR,32,2013-05-19 09:08:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.74611,-90.23528
93841,CCGS LIMNOS,LAKE SUPERIOR,19,2011-05-16 16:45:00,100,0.0,0.0,,2.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.74639,-90.23472
4610,CCGS LIMNOS,LAKE SUPERIOR,21,2008-09-20 20:39:00,100,0.0,0.0,,13.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.74639,-90.23444
205543,CCGS LIMNOS,LAKE SUPERIOR,26,2019-09-11 00:00:00,100,0.0,,,8.75,TEMP,TEMPERATURE (OF WATER),DEG C,47.74639,-90.23444
69518,CCGS LIMNOS,LAKE SUPERIOR,21,2011-07-31 21:41:00,100,0.0,0.0,,15.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.74667,-90.23528
198820,CCGS LIMNOS,LAKE SUPERIOR,26,2016-05-30 01:34:00,100,0.0,,,3.3,TEMP,TEMPERATURE (OF WATER),DEG C,47.74667,-90.235
281213,CCGS LIMNOS,LAKE SUPERIOR,12,2005-10-02 13:16:00,100,0.0,0.0,,14.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.74667,-90.235
67392,CCGS LIMNOS,LAKE SUPERIOR,23,2008-05-09 21:59:00,100,0.0,0.0,,1.8,TEMP,TEMPERATURE (OF WATER),DEG C,47.74667,-90.23444
37944,CCGS LIMNOS,LAKE SUPERIOR,23,2003-05-19 08:11:00,100,0.0,,,2.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.74694,-90.23528
67516,CCGS LIMNOS,LAKE SUPERIOR,19,2001-08-20 16:29:00,100,0.0,,,17.200001,TEMP,TEMPERATURE (OF WATER),DEG C,47.74694,-90.23528
173005,CCGS LIMNOS,LAKE SUPERIOR,23,2016-08-07 03:21:00,100,0.0,,,19.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.8,-88.73583
311533,CCGS LIMNOS,LAKE SUPERIOR,17,2008-09-20 09:56:00,100,0.0,0.0,,12.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.80139,-89.14167
237914,CCGS LIMNOS,LAKE SUPERIOR,19,2019-09-08 00:00:00,100,0.0,,,12.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.80278,-89.14722
53951,CCGS LIMNOS,LAKE SUPERIOR,19,2008-05-09 13:08:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.80306,-89.14667
317482,CCGS LIMNOS,LAKE SUPERIOR,19,2003-05-18 22:59:00,100,0.0,,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.80333,-89.14833
220381,CCGS LIMNOS,LAKE SUPERIOR,24,2016-08-07 06:26:00,100,0.0,,,17.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.80333,-89.14583
109949,CCGS LIMNOS,LAKE SUPERIOR,15,2001-05-12 14:46:00,100,0.0,,,2.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.80361,-89.14694
205226,CCGS LIMNOS,LAKE SUPERIOR,35,2013-05-19 16:15:00,100,0.0,0.0,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.80361,-89.14528
112185,CCGS LIMNOS,LAKE SUPERIOR,16,2001-08-20 08:39:00,100,0.0,,,17.200001,TEMP,TEMPERATURE (OF WATER),DEG C,47.80389,-89.14722
218649,CCGS LIMNOS,LAKE SUPERIOR,68,2016-08-15 06:21:00,100,0.0,,,18.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.80389,-85.80611
175914,CCGS LIMNOS,LAKE SUPERIOR,65,2016-08-14 21:51:00,100,0.0,,,17.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.805,-86.61583
165518,CCGS LIMNOS,LAKE SUPERIOR,16,2016-08-06 05:46:00,100,0.0,,,15.7,TEMP,TEMPERATURE (OF WATER),DEG C,47.80694,-87.13528
131221,CCGS LIMNOS,LAKE SUPERIOR,7,2019-05-23 00:00:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.8075,-85.83278
238360,CCGS LIMNOS,LAKE SUPERIOR,30,2019-05-26 00:00:00,100,0.0,,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.83278,-85.20778
300729,CCGS LIMNOS,LAKE SUPERIOR,14,2016-05-28 01:49:00,100,0.0,,,3.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.84611,-87.4575
301237,CCGS LIMNOS,LAKE SUPERIOR,42,2008-05-12 04:13:00,100,0.0,0.0,,1.7,TEMP,TEMPERATURE (OF WATER),DEG C,47.84639,-87.45722
227037,CCGS LIMNOS,LAKE SUPERIOR,12,2013-05-16 21:15:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.84667,-87.45611
322836,CCGS LIMNOS,LAKE SUPERIOR,17,2016-08-06 08:47:00,100,0.0,,,16.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.84667,-87.45528
319687,CCGS LIMNOS,LAKE SUPERIOR,33,2003-05-21 06:39:00,100,0.0,,,2.2,TEMP,TEMPERATURE (OF WATER),DEG C,47.84694,-88.33722
262293,CCGS LIMNOS,LAKE SUPERIOR,12,2001-05-12 00:17:00,100,0.0,,,2.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.84694,-87.45667
159584,CCGS LIMNOS,LAKE SUPERIOR,41,2008-09-23 08:26:00,100,0.0,0.0,,12.3,TEMP,TEMPERATURE (OF WATER),DEG C,47.84722,-87.4575
130695,CCGS LIMNOS,LAKE SUPERIOR,13,2001-08-19 17:06:00,100,0.0,,,16.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.84722,-87.45528
14806,CCGS LIMNOS,LAKE SUPERIOR,34,2003-05-21 10:35:00,100,0.0,,,2.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.8475,-87.45722
107884,CCGS LIMNOS,LAKE SUPERIOR,39,2008-05-11 20:43:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.84778,-88.33722
129588,CCGS LIMNOS,LAKE SUPERIOR,38,2008-09-22 22:52:00,100,0.0,0.0,,14.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.84778,-88.33583
84694,CCGS LIMNOS,LAKE SUPERIOR,17,2016-05-28 10:58:00,100,0.0,,,2.8,TEMP,TEMPERATURE (OF WATER),DEG C,47.84806,-88.33806
212536,CCGS LIMNOS,LAKE SUPERIOR,13,2001-05-12 04:31:00,100,0.0,,,2.3,TEMP,TEMPERATURE (OF WATER),DEG C,47.84806,-88.33667
123328,CCGS LIMNOS,LAKE SUPERIOR,29,2011-05-19 08:52:00,100,0.0,0.0,,2.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.84806,-88.33639
90221,CCGS LIMNOS,LAKE SUPERIOR,15,2013-05-17 04:38:00,100,0.0,0.0,,1.7,TEMP,TEMPERATURE (OF WATER),DEG C,47.84806,-88.33611
151393,CCGS LIMNOS,LAKE SUPERIOR,18,2005-10-07 16:19:00,100,0.0,0.0,,9.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.84806,-88.33611
277855,CCGS LIMNOS,LAKE SUPERIOR,21,2016-08-06 20:58:00,100,0.0,,,19.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.84806,-88.33583
229001,CCGS LIMNOS,LAKE SUPERIOR,14,2001-08-19 21:29:00,100,0.0,,,16.299999,TEMP,TEMPERATURE (OF WATER),DEG C,47.84833,-88.33722
93466,CCGS LIMNOS,LAKE SUPERIOR,17,2019-09-07 00:00:00,100,0.0,,,13.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.84833,-88.33667
165774,CCGS LIMNOS,LAKE SUPERIOR,10,2011-07-29 11:07:00,100,0.0,0.0,,11.8,TEMP,TEMPERATURE (OF WATER),DEG C,47.84833,-88.33556
33610,CCGS LIMNOS,LAKE SUPERIOR,10,2005-08-10 18:41:00,100,0.0,0.0,,19.299999,TEMP,TEMPERATURE (OF WATER),DEG C,47.84861,-88.33778
42938,CCGS LIMNOS,LAKE SUPERIOR,12,2005-05-30 15:01:00,100,0.0,0.0,,2.8,TEMP,TEMPERATURE (OF WATER),DEG C,47.85,-88.33694
87719,CCGS LIMNOS,LAKE SUPERIOR,9,2003-05-17 15:31:00,100,0.0,,,2.1,TEMP,TEMPERATURE (OF WATER),DEG C,47.85778,-86.63333
224795,CCGS LIMNOS,LAKE SUPERIOR,9,2019-05-23 00:00:00,100,0.0,,,2.0,TEMP,TEMPERATURE (OF WATER),DEG C,47.85778,-86.63222
173689,CCGS LIMNOS,LAKE SUPERIOR,8,2001-08-19 00:24:00,100,0.0,,,16.299999,TEMP,TEMPERATURE (OF WATER),DEG C,47.85833,-86.63306
19832,CCGS LIMNOS,LAKE SUPERIOR,7,2001-05-11 08:50:00,100,0.0,,,2.6,TEMP,TEMPERATURE (OF WATER),DEG C,47.85917,-86.63667
168757,CCGS LIMNOS,LAKE SUPERIOR,33,2013-05-19 12:25:00,100,0.0,0.0,,1.5,TEMP,TEMPERATURE (OF WATER),DEG C,47.88278,-89.64056
